日期,细分代码,细分名称,房晚,房晚占比,客房收入,平均ADR
2025-02-28,FIT-DIR,官网小程序直销,30,18.2,16347.0,545.0
2025-02-28,FIT-OTA,OTA散客,55,33.3,27222.0,495.0
2025-02-28,CORP,协议公司客户,35,21.2,15624.0,446.0
2025-02-28,LOY,会员忠诚计划,19,11.5,9148.0,481.0
2025-02-28,GRP,团队旅游会议,13,7.9,4855.0,373.0
2025-02-28,LNG,长住客,3,1.8,957.0,319.0
2025-03-01,FIT-WI,上门散客,21,7.6,16051.0,764.0
2025-03-01,FIT-DIR,官网小程序直销,42,15.2,29070.0,692.0
2025-03-01,FIT-OTA,OTA散客,85,30.7,54892.0,646.0
2025-03-01,CORP,协议公司客户,62,22.4,33616.0,542.0
2025-03-01,LOY,会员忠诚计划,35,12.6,22107.0,632.0
2025-03-01,GRP,团队旅游会议,21,7.6,9923.0,473.0
2025-03-01,LNG,长住客,5,1.8,2065.0,413.0
2025-03-02,FIT-WI,上门散客,19,8.0,12975.0,683.0
2025-03-02,FIT-DIR,官网小程序直销,38,16.0,24501.0,645.0
2025-03-02,FIT-OTA,OTA散客,78,32.8,46058.0,590.0
2025-03-02,CORP,协议公司客户,51,21.4,25383.0,498.0
2025-03-02,LOY,会员忠诚计划,30,12.6,17093.0,570.0
2025-03-02,GRP,团队旅游会议,17,7.1,7388.0,435.0
2025-03-02,LNG,长住客,4,1.7,1482.0,370.0
2025-03-03,FIT-WI,上门散客,16,8.0,10201.0,638.0
2025-03-03,FIT-DIR,官网小程序直销,33,16.5,18967.0,575.0
2025-03-03,FIT-OTA,OTA散客,65,32.5,35311.0,543.0
2025-03-03,CORP,协议公司客户,48,24.0,22484.0,468.0
2025-03-03,LOY,会员忠诚计划,26,13.0,13289.0,511.0
2025-03-03,GRP,团队旅游会议,17,8.5,6826.0,402.0
2025-03-03,LNG,长住客,4,2.0,1320.0,330.0
2025-03-04,FIT-WI,上门散客,15,7.5,9702.0,647.0
2025-03-04,FIT-DIR,官网小程序直销,37,18.5,20439.0,552.0
2025-03-04,FIT-OTA,OTA散客,65,32.5,33583.0,517.0
2025-03-04,CORP,协议公司客户,42,21.0,19969.0,475.0
2025-03-04,LOY,会员忠诚计划,24,12.0,11843.0,493.0
2025-03-04,GRP,团队旅游会议,14,7.0,5445.0,389.0
2025-03-04,LNG,长住客,4,2.0,1344.0,336.0
2025-03-05,FIT-WI,上门散客,15,7.1,10122.0,675.0
2025-03-05,FIT-DIR,官网小程序直销,34,16.1,20552.0,604.0
2025-03-05,FIT-OTA,OTA散客,62,29.4,33885.0,547.0
2025-03-05,CORP,协议公司客户,47,22.3,22762.0,484.0
2025-03-05,LOY,会员忠诚计划,24,11.4,12541.0,523.0
2025-03-05,GRP,团队旅游会议,18,8.5,7697.0,428.0
2025-03-05,LNG,长住客,4,1.9,1470.0,367.0
2025-03-06,FIT-WI,上门散客,20,8.7,13822.0,691.0
2025-03-06,FIT-DIR,官网小程序直销,38,16.5,23288.0,613.0
2025-03-06,FIT-OTA,OTA散客,74,32.0,41794.0,565.0
2025-03-06,CORP,协议公司客户,51,22.1,25092.0,492.0
2025-03-06,LOY,会员忠诚计划,30,13.0,15888.0,530.0
2025-03-06,GRP,团队旅游会议,20,8.7,8767.0,438.0
2025-03-06,LNG,长住客,5,2.2,1716.0,343.0
2025-03-07,FIT-WI,上门散客,18,7.6,13098.0,728.0
2025-03-07,FIT-DIR,官网小程序直销,43,18.1,27851.0,648.0
2025-03-07,FIT-OTA,OTA散客,66,27.8,38990.0,591.0
2025-03-07,CORP,协议公司客户,52,21.9,28531.0,549.0
2025-03-07,LOY,会员忠诚计划,28,11.8,16782.0,599.0
2025-03-07,GRP,团队旅游会议,19,8.0,8819.0,464.0
2025-03-07,LNG,长住客,5,2.1,1884.0,377.0
2025-03-08,FIT-WI,上门散客,22,8.3,17604.0,800.0
2025-03-08,FIT-DIR,官网小程序直销,49,18.6,34923.0,713.0
2025-03-08,FIT-OTA,OTA散客,86,32.6,53081.0,617.0
2025-03-08,CORP,协议公司客户,54,20.5,30237.0,560.0
2025-03-08,LOY,会员忠诚计划,32,12.1,20534.0,642.0
2025-03-08,GRP,团队旅游会议,23,8.7,11258.0,489.0
2025-03-08,LNG,长住客,5,1.9,2061.0,412.0
2025-03-09,FIT-WI,上门散客,19,8.1,12794.0,673.0
2025-03-09,FIT-DIR,官网小程序直销,41,17.5,25790.0,629.0
2025-03-09,FIT-OTA,OTA散客,70,29.9,41470.0,592.0
2025-03-09,CORP,协议公司客户,57,24.4,28940.0,508.0
2025-03-09,LOY,会员忠诚计划,30,12.8,16270.0,542.0
2025-03-09,GRP,团队旅游会议,20,8.5,8675.0,434.0
2025-03-09,LNG,长住客,4,1.7,1479.0,370.0
2025-03-10,FIT-WI,上门散客,14,7.1,9183.0,656.0
2025-03-10,FIT-DIR,官网小程序直销,36,18.4,21931.0,609.0
2025-03-10,FIT-OTA,OTA散客,66,33.7,35504.0,538.0
2025-03-10,CORP,协议公司客户,45,23.0,21107.0,469.0
2025-03-10,LOY,会员忠诚计划,22,11.2,12104.0,550.0
2025-03-10,GRP,团队旅游会议,17,8.7,6846.0,403.0
2025-03-10,LNG,长住客,4,2.0,1451.0,363.0
2025-03-11,FIT-WI,上门散客,16,7.6,9828.0,614.0
2025-03-11,FIT-DIR,官网小程序直销,38,18.0,21241.0,559.0
2025-03-11,FIT-OTA,OTA散客,63,29.9,33584.0,533.0
2025-03-11,CORP,协议公司客户,43,20.4,19156.0,445.0
2025-03-11,LOY,会员忠诚计划,24,11.4,12299.0,512.0
2025-03-11,GRP,团队旅游会议,17,8.1,6348.0,373.0
2025-03-11,LNG,长住客,5,2.4,1655.0,331.0
2025-03-12,FIT-WI,上门散客,15,7.4,9144.0,610.0
2025-03-12,FIT-DIR,官网小程序直销,36,17.8,19875.0,552.0
2025-03-12,FIT-OTA,OTA散客,59,29.2,31550.0,535.0
2025-03-12,CORP,协议公司客户,44,21.8,20364.0,463.0
2025-03-12,LOY,会员忠诚计划,23,11.4,11675.0,508.0
2025-03-12,GRP,团队旅游会议,16,7.9,6099.0,381.0
2025-03-12,LNG,长住客,4,2.0,1305.0,326.0
2025-03-13,FIT-WI,上门散客,19,8.6,12715.0,669.0
2025-03-13,FIT-DIR,官网小程序直销,37,16.8,22986.0,621.0
2025-03-13,FIT-OTA,OTA散客,75,34.1,42069.0,561.0
2025-03-13,CORP,协议公司客户,50,22.7,24669.0,493.0
2025-03-13,LOY,会员忠诚计划,25,11.4,13242.0,530.0
2025-03-13,GRP,团队旅游会议,17,7.7,7185.0,423.0
2025-03-13,LNG,长住客,4,1.8,1446.0,361.0
2025-03-14,FIT-WI,上门散客,19,8.0,13795.0,726.0
2025-03-14,FIT-DIR,官网小程序直销,44,18.6,30071.0,683.0
2025-03-14,FIT-OTA,OTA散客,79,33.3,47178.0,597.0
2025-03-14,CORP,协议公司客户,47,19.8,24762.0,527.0
2025-03-14,LOY,会员忠诚计划,28,11.8,16516.0,590.0
2025-03-14,GRP,团队旅游会议,19,8.0,8634.0,454.0
2025-03-14,LNG,长住客,5,2.1,1930.0,386.0
2025-03-15,FIT-WI,上门散客,20,7.5,14172.0,709.0
2025-03-15,FIT-DIR,官网小程序直销,45,16.9,29242.0,650.0
2025-03-15,FIT-OTA,OTA散客,85,31.8,47978.0,564.0
2025-03-15,CORP,协议公司客户,64,24.0,31873.0,498.0
2025-03-15,LOY,会员忠诚计划,30,11.2,17295.0,576.0
2025-03-15,GRP,团队旅游会议,21,7.9,9154.0,436.0
2025-03-15,LNG,长住客,5,1.9,1891.0,378.0
2025-03-16,FIT-WI,上门散客,18,7.9,12376.0,688.0
2025-03-16,FIT-DIR,官网小程序直销,41,18.0,25176.0,614.0
2025-03-16,FIT-OTA,OTA散客,67,29.4,39431.0,589.0
2025-03-16,CORP,协议公司客户,45,19.7,22153.0,492.0
2025-03-16,LOY,会员忠诚计划,30,13.2,17293.0,576.0
2025-03-16,GRP,团队旅游会议,18,7.9,8162.0,453.0
2025-03-16,LNG,长住客,4,1.8,1506.0,376.0
2025-03-17,FIT-WI,上门散客,15,7.6,9743.0,650.0
2025-03-17,FIT-DIR,官网小程序直销,31,15.7,18229.0,588.0
2025-03-17,FIT-OTA,OTA散客,67,33.8,36124.0,539.0
2025-03-17,CORP,协议公司客户,46,23.2,20941.0,455.0
2025-03-17,LOY,会员忠诚计划,23,11.6,12186.0,530.0
2025-03-17,GRP,团队旅游会议,17,8.6,6924.0,407.0
2025-03-17,LNG,长住客,4,2.0,1416.0,354.0
2025-03-18,FIT-WI,上门散客,22,8.1,16256.0,739.0
2025-03-18,FIT-DIR,官网小程序直销,49,18.1,31318.0,639.0
2025-03-18,FIT-OTA,OTA散客,92,33.9,53000.0,576.0
2025-03-18,CORP,协议公司客户,59,21.8,31491.0,534.0
2025-03-18,LOY,会员忠诚计划,32,11.8,18526.0,579.0
2025-03-18,GRP,团队旅游会议,20,7.4,9268.0,463.0
2025-03-18,LNG,长住客,5,1.8,1874.0,375.0
2025-03-19,FIT-WI,上门散客,23,8.1,16545.0,719.0
2025-03-19,FIT-DIR,官网小程序直销,46,16.1,31237.0,679.0
2025-03-19,FIT-OTA,OTA散客,82,28.8,52327.0,638.0
2025-03-19,CORP,协议公司客户,62,21.8,33515.0,541.0
2025-03-19,LOY,会员忠诚计划,33,11.6,19335.0,586.0
2025-03-19,GRP,团队旅游会议,24,8.4,11149.0,465.0
2025-03-19,LNG,长住客,5,1.8,1883.0,377.0
2025-03-20,FIT-WI,上门散客,18,7.8,12594.0,700.0
2025-03-20,FIT-DIR,官网小程序直销,42,18.2,26973.0,642.0
2025-03-20,FIT-OTA,OTA散客,69,29.9,37759.0,547.0
2025-03-20,CORP,协议公司客户,46,19.9,22994.0,500.0
2025-03-20,LOY,会员忠诚计划,30,13.0,17019.0,567.0
2025-03-20,GRP,团队旅游会议,19,8.2,8446.0,445.0
2025-03-20,LNG,长住客,5,2.2,1860.0,372.0
2025-03-21,FIT-WI,上门散客,22,8.4,15521.0,706.0
2025-03-21,FIT-DIR,官网小程序直销,44,16.8,29320.0,666.0
2025-03-21,FIT-OTA,OTA散客,81,30.9,50043.0,618.0
2025-03-21,CORP,协议公司客户,57,21.8,29686.0,521.0
2025-03-21,LOY,会员忠诚计划,30,11.5,17329.0,578.0
2025-03-21,GRP,团队旅游会议,20,7.6,8877.0,444.0
2025-03-21,LNG,长住客,5,1.9,1844.0,369.0
2025-03-22,FIT-WI,上门散客,21,7.4,15359.0,731.0
2025-03-22,FIT-DIR,官网小程序直销,47,16.5,32749.0,697.0
2025-03-22,FIT-OTA,OTA散客,93,32.6,59693.0,642.0
2025-03-22,CORP,协议公司客户,59,20.7,32171.0,545.0
2025-03-22,LOY,会员忠诚计划,37,13.0,21927.0,593.0
2025-03-22,GRP,团队旅游会议,22,7.7,10628.0,483.0
2025-03-22,LNG,长住客,6,2.1,2412.0,402.0
2025-03-23,FIT-WI,上门散客,20,8.6,13358.0,668.0
2025-03-23,FIT-DIR,官网小程序直销,40,17.2,22608.0,565.0
2025-03-23,FIT-OTA,OTA散客,72,30.9,38614.0,536.0
2025-03-23,CORP,协议公司客户,49,21.0,22719.0,464.0
2025-03-23,LOY,会员忠诚计划,26,11.2,13235.0,509.0
2025-03-23,GRP,团队旅游会议,18,7.7,7433.0,413.0
2025-03-23,LNG,长住客,4,1.7,1324.0,331.0
2025-03-24,FIT-WI,上门散客,15,7.5,9518.0,635.0
2025-03-24,FIT-DIR,官网小程序直销,34,17.0,19523.0,574.0
2025-03-24,FIT-OTA,OTA散客,58,29.0,29495.0,509.0
2025-03-24,CORP,协议公司客户,40,20.0,17504.0,438.0
2025-03-24,LOY,会员忠诚计划,25,12.5,12681.0,507.0
2025-03-24,GRP,团队旅游会议,15,7.5,5724.0,382.0
2025-03-24,LNG,长住客,4,2.0,1351.0,338.0
2025-03-25,FIT-WI,上门散客,16,7.9,10348.0,647.0
2025-03-25,FIT-DIR,官网小程序直销,32,15.8,18284.0,571.0
2025-03-25,FIT-OTA,OTA散客,67,33.0,35975.0,537.0
2025-03-25,CORP,协议公司客户,42,20.7,19355.0,461.0
2025-03-25,LOY,会员忠诚计划,24,11.8,12526.0,522.0
2025-03-25,GRP,团队旅游会议,17,8.4,6968.0,410.0
2025-03-25,LNG,长住客,4,2.0,1336.0,334.0
2025-03-26,FIT-WI,上门散客,17,7.8,10265.0,604.0
2025-03-26,FIT-DIR,官网小程序直销,39,17.8,22236.0,570.0
2025-03-26,FIT-OTA,OTA散客,68,31.1,35355.0,520.0
2025-03-26,CORP,协议公司客户,49,22.4,21085.0,430.0
2025-03-26,LOY,会员忠诚计划,24,11.0,12159.0,507.0
2025-03-26,GRP,团队旅游会议,17,7.8,6490.0,382.0
2025-03-26,LNG,长住客,5,2.3,1652.0,330.0
2025-03-27,FIT-WI,上门散客,17,8.1,11140.0,655.0
2025-03-27,FIT-DIR,官网小程序直销,35,16.7,21790.0,623.0
2025-03-27,FIT-OTA,OTA散客,71,34.0,40893.0,576.0
2025-03-27,CORP,协议公司客户,48,23.0,23986.0,500.0
2025-03-27,LOY,会员忠诚计划,25,12.0,12984.0,519.0
2025-03-27,GRP,团队旅游会议,17,8.1,7381.0,434.0
2025-03-27,LNG,长住客,4,1.9,1461.0,365.0
2025-03-28,FIT-WI,上门散客,18,7.4,12507.0,695.0
2025-03-28,FIT-DIR,官网小程序直销,44,18.1,26022.0,591.0
2025-03-28,FIT-OTA,OTA散客,81,33.3,45627.0,563.0
2025-03-28,CORP,协议公司客户,56,23.0,26100.0,466.0
2025-03-28,LOY,会员忠诚计划,27,11.1,14758.0,547.0
2025-03-28,GRP,团队旅游会议,20,8.2,8381.0,419.0
2025-03-28,LNG,长住客,5,2.1,1754.0,351.0
2025-03-29,FIT-WI,上门散客,23,8.4,16586.0,721.0
2025-03-29,FIT-DIR,官网小程序直销,42,15.3,27635.0,658.0
2025-03-29,FIT-OTA,OTA散客,78,28.5,43793.0,561.0
2025-03-29,CORP,协议公司客户,60,21.9,31217.0,520.0
2025-03-29,LOY,会员忠诚计划,32,11.7,18170.0,568.0
2025-03-29,GRP,团队旅游会议,22,8.0,9607.0,437.0
2025-03-29,LNG,长住客,5,1.8,1872.0,374.0
2025-03-30,FIT-WI,上门散客,17,7.4,11292.0,664.0
2025-03-30,FIT-DIR,官网小程序直销,36,15.6,21367.0,594.0
2025-03-30,FIT-OTA,OTA散客,77,33.3,40388.0,525.0
2025-03-30,CORP,协议公司客户,49,21.2,22830.0,466.0
2025-03-30,LOY,会员忠诚计划,29,12.6,14594.0,503.0
2025-03-30,GRP,团队旅游会议,19,8.2,7450.0,392.0
2025-03-30,LNG,长住客,5,2.2,1717.0,343.0
2025-03-31,FIT-WI,上门散客,17,7.9,10916.0,642.0
2025-03-31,FIT-DIR,官网小程序直销,37,17.2,21261.0,575.0
2025-03-31,FIT-OTA,OTA散客,72,33.5,37399.0,519.0
2025-03-31,CORP,协议公司客户,52,24.2,22984.0,442.0
2025-03-31,LOY,会员忠诚计划,23,10.7,11756.0,511.0
2025-03-31,GRP,团队旅游会议,18,8.4,6914.0,384.0
2025-03-31,LNG,长住客,4,1.9,1358.0,340.0
2025-04-01,FIT-WI,上门散客,20,8.1,14027.0,701.0
2025-04-01,FIT-DIR,官网小程序直销,41,16.5,26231.0,640.0
2025-04-01,FIT-OTA,OTA散客,77,31.0,45597.0,592.0
2025-04-01,CORP,协议公司客户,51,20.6,26043.0,511.0
2025-04-01,LOY,会员忠诚计划,30,12.1,17097.0,570.0
2025-04-01,GRP,团队旅游会议,18,7.3,8268.0,459.0
2025-04-01,LNG,长住客,5,2.0,1913.0,383.0
2025-04-02,FIT-WI,上门散客,18,7.5,12822.0,712.0
2025-04-02,FIT-DIR,官网小程序直销,41,17.2,26245.0,640.0
2025-04-02,FIT-OTA,OTA散客,75,31.4,44245.0,590.0
2025-04-02,CORP,协议公司客户,57,23.8,28829.0,506.0
2025-04-02,LOY,会员忠诚计划,31,13.0,17128.0,553.0
2025-04-02,GRP,团队旅游会议,20,8.4,8465.0,423.0
2025-04-02,LNG,长住客,4,1.7,1519.0,380.0
2025-04-03,FIT-WI,上门散客,20,8.1,14534.0,727.0
2025-04-03,FIT-DIR,官网小程序直销,44,17.9,28552.0,649.0
2025-04-03,FIT-OTA,OTA散客,77,31.3,47237.0,613.0
2025-04-03,CORP,协议公司客户,51,20.7,27195.0,533.0
2025-04-03,LOY,会员忠诚计划,31,12.6,19388.0,625.0
2025-04-03,GRP,团队旅游会议,21,8.5,10017.0,477.0
2025-04-03,LNG,长住客,5,2.0,2034.0,407.0
2025-04-04,FIT-WI,上门散客,25,8.2,19602.0,784.0
2025-04-04,FIT-DIR,官网小程序直销,57,18.6,42772.0,750.0
2025-04-04,FIT-OTA,OTA散客,96,31.4,64750.0,674.0
2025-04-04,CORP,协议公司客户,70,22.9,40546.0,579.0
2025-04-04,LOY,会员忠诚计划,38,12.4,24728.0,651.0
2025-04-04,GRP,团队旅游会议,26,8.5,12807.0,493.0
2025-04-04,LNG,长住客,7,2.3,2970.0,424.0
2025-04-05,FIT-WI,上门散客,27,8.5,23470.0,869.0
2025-04-05,FIT-DIR,官网小程序直销,57,17.9,44292.0,777.0
2025-04-05,FIT-OTA,OTA散客,96,30.2,70084.0,730.0
2025-04-05,CORP,协议公司客户,66,20.8,41164.0,624.0
2025-04-05,LOY,会员忠诚计划,36,11.3,24858.0,691.0
2025-04-05,GRP,团队旅游会议,24,7.5,12848.0,535.0
2025-04-05,LNG,长住客,6,1.9,2713.0,452.0
2025-04-06,FIT-WI,上门散客,24,7.8,21390.0,891.0
2025-04-06,FIT-DIR,官网小程序直销,52,16.9,40166.0,772.0
2025-04-06,FIT-OTA,OTA散客,103,33.4,72254.0,701.0
2025-04-06,CORP,协议公司客户,73,23.7,44160.0,605.0
2025-04-06,LOY,会员忠诚计划,34,11.0,22789.0,670.0
2025-04-06,GRP,团队旅游会议,24,7.8,12851.0,535.0
2025-04-06,LNG,长住客,7,2.3,3073.0,439.0
2025-04-07,FIT-WI,上门散客,17,7.5,12031.0,708.0
2025-04-07,FIT-DIR,官网小程序直销,40,17.7,24898.0,622.0
2025-04-07,FIT-OTA,OTA散客,63,27.9,37049.0,588.0
2025-04-07,CORP,协议公司客户,52,23.0,27173.0,523.0
2025-04-07,LOY,会员忠诚计划,26,11.5,14362.0,552.0
2025-04-07,GRP,团队旅游会议,20,8.8,8570.0,429.0
2025-04-07,LNG,长住客,4,1.8,1464.0,366.0
2025-04-08,FIT-WI,上门散客,18,7.4,12875.0,715.0
2025-04-08,FIT-DIR,官网小程序直销,42,17.3,27509.0,655.0
2025-04-08,FIT-OTA,OTA散客,82,33.7,48384.0,590.0
2025-04-08,CORP,协议公司客户,50,20.6,25953.0,519.0
2025-04-08,LOY,会员忠诚计划,28,11.5,16035.0,573.0
2025-04-08,GRP,团队旅游会议,20,8.2,8628.0,431.0
2025-04-08,LNG,长住客,5,2.1,1869.0,374.0
2025-04-09,FIT-WI,上门散客,18,7.5,13196.0,733.0
2025-04-09,FIT-DIR,官网小程序直销,39,16.2,25622.0,657.0
2025-04-09,FIT-OTA,OTA散客,76,31.5,46150.0,607.0
2025-04-09,CORP,协议公司客户,52,21.6,27986.0,538.0
2025-04-09,LOY,会员忠诚计划,31,12.9,17912.0,578.0
2025-04-09,GRP,团队旅游会议,19,7.9,8499.0,447.0
2025-04-09,LNG,长住客,5,2.1,1880.0,376.0
2025-04-10,FIT-WI,上门散客,20,8.5,14572.0,729.0
2025-04-10,FIT-DIR,官网小程序直销,41,17.4,26153.0,638.0
2025-04-10,FIT-OTA,OTA散客,69,29.2,43612.0,632.0
2025-04-10,CORP,协议公司客户,49,20.8,25063.0,511.0
2025-04-10,LOY,会员忠诚计划,29,12.3,17119.0,590.0
2025-04-10,GRP,团队旅游会议,20,8.5,8955.0,448.0
2025-04-10,LNG,长住客,5,2.1,1961.0,392.0
2025-04-11,FIT-WI,上门散客,25,8.4,20992.0,840.0
2025-04-11,FIT-DIR,官网小程序直销,48,16.1,37427.0,780.0
2025-04-11,FIT-OTA,OTA散客,98,32.8,68039.0,694.0
2025-04-11,CORP,协议公司客户,71,23.7,42482.0,598.0
2025-04-11,LOY,会员忠诚计划,38,12.7,25286.0,665.0
2025-04-11,GRP,团队旅游会议,26,8.7,14081.0,542.0
2025-04-11,LNG,长住客,6,2.0,2689.0,448.0
2025-04-12,FIT-WI,上门散客,25,7.9,20476.0,819.0
2025-04-12,FIT-DIR,官网小程序直销,49,15.4,35545.0,725.0
2025-04-12,FIT-OTA,OTA散客,103,32.4,71915.0,698.0
2025-04-12,CORP,协议公司客户,73,23.0,43297.0,593.0
2025-04-12,LOY,会员忠诚计划,41,12.9,27809.0,678.0
2025-04-12,GRP,团队旅游会议,24,7.5,12849.0,535.0
2025-04-12,LNG,长住客,7,2.2,3146.0,449.0
2025-04-13,FIT-WI,上门散客,21,8.6,16126.0,768.0
2025-04-13,FIT-DIR,官网小程序直销,39,15.9,27114.0,695.0
2025-04-13,FIT-OTA,OTA散客,69,28.2,45673.0,662.0
2025-04-13,CORP,协议公司客户,59,24.1,33559.0,569.0
2025-04-13,LOY,会员忠诚计划,32,13.1,20397.0,637.0
2025-04-13,GRP,团队旅游会议,20,8.2,9337.0,467.0
2025-04-13,LNG,长住客,5,2.0,2103.0,421.0
2025-04-14,FIT-WI,上门散客,20,8.5,14173.0,709.0
2025-04-14,FIT-DIR,官网小程序直销,43,18.2,27549.0,641.0
2025-04-14,FIT-OTA,OTA散客,72,30.5,43434.0,603.0
2025-04-14,CORP,协议公司客户,53,22.5,26120.0,493.0
2025-04-14,LOY,会员忠诚计划,31,13.1,18284.0,590.0
2025-04-14,GRP,团队旅游会议,19,8.1,8206.0,432.0
2025-04-14,LNG,长住客,5,2.1,1866.0,373.0
2025-04-15,FIT-WI,上门散客,21,8.6,14354.0,684.0
2025-04-15,FIT-DIR,官网小程序直销,46,18.8,27675.0,602.0
2025-04-15,FIT-OTA,OTA散客,73,29.8,42221.0,578.0
2025-04-15,CORP,协议公司客户,55,22.4,26510.0,482.0
2025-04-15,LOY,会员忠诚计划,27,11.0,15506.0,574.0
2025-04-15,GRP,团队旅游会议,18,7.3,7807.0,434.0
2025-04-15,LNG,长住客,5,2.0,1834.0,367.0
2025-04-16,FIT-WI,上门散客,21,8.5,15325.0,730.0
2025-04-16,FIT-DIR,官网小程序直销,44,17.7,27187.0,618.0
2025-04-16,FIT-OTA,OTA散客,80,32.3,47457.0,593.0
2025-04-16,CORP,协议公司客户,58,23.4,28314.0,488.0
2025-04-16,LOY,会员忠诚计划,31,12.5,18185.0,587.0
2025-04-16,GRP,团队旅游会议,18,7.3,7808.0,434.0
2025-04-16,LNG,长住客,5,2.0,1898.0,380.0
2025-04-17,FIT-WI,上门散客,20,8.6,14725.0,736.0
2025-04-17,FIT-DIR,官网小程序直销,38,16.3,26736.0,704.0
2025-04-17,FIT-OTA,OTA散客,79,33.9,49411.0,625.0
2025-04-17,CORP,协议公司客户,54,23.2,28849.0,534.0
2025-04-17,LOY,会员忠诚计划,26,11.2,15721.0,605.0
2025-04-17,GRP,团队旅游会议,17,7.3,7974.0,469.0
2025-04-17,LNG,长住客,4,1.7,1586.0,397.0
2025-04-18,FIT-WI,上门散客,24,7.8,19241.0,802.0
2025-04-18,FIT-DIR,官网小程序直销,56,18.1,39169.0,699.0
2025-04-18,FIT-OTA,OTA散客,87,28.2,55995.0,644.0
2025-04-18,CORP,协议公司客户,67,21.7,40184.0,600.0
2025-04-18,LOY,会员忠诚计划,40,12.9,26714.0,668.0
2025-04-18,GRP,团队旅游会议,26,8.4,12791.0,492.0
2025-04-18,LNG,长住客,6,1.9,2594.0,432.0
2025-04-19,FIT-WI,上门散客,26,8.2,23595.0,907.0
2025-04-19,FIT-DIR,官网小程序直销,53,16.7,43725.0,825.0
2025-04-19,FIT-OTA,OTA散客,94,29.6,66798.0,711.0
2025-04-19,CORP,协议公司客户,73,23.0,47786.0,655.0
2025-04-19,LOY,会员忠诚计划,37,11.6,26325.0,711.0
2025-04-19,GRP,团队旅游会议,27,8.5,15126.0,560.0
2025-04-19,LNG,长住客,7,2.2,3159.0,451.0
2025-04-20,FIT-WI,上门散客,20,8.0,14430.0,722.0
2025-04-20,FIT-DIR,官网小程序直销,42,16.9,27790.0,662.0
2025-04-20,FIT-OTA,OTA散客,84,33.7,49114.0,585.0
2025-04-20,CORP,协议公司客户,55,22.1,28177.0,512.0
2025-04-20,LOY,会员忠诚计划,29,11.6,16391.0,565.0
2025-04-20,GRP,团队旅游会议,19,7.6,8829.0,465.0
2025-04-20,LNG,长住客,5,2.0,1868.0,374.0
2025-04-21,FIT-WI,上门散客,18,7.8,12953.0,720.0
2025-04-21,FIT-DIR,官网小程序直销,36,15.6,23633.0,656.0
2025-04-21,FIT-OTA,OTA散客,69,29.9,41519.0,602.0
2025-04-21,CORP,协议公司客户,56,24.2,28331.0,506.0
2025-04-21,LOY,会员忠诚计划,26,11.3,14297.0,550.0
2025-04-21,GRP,团队旅游会议,19,8.2,8237.0,434.0
2025-04-21,LNG,长住客,4,1.7,1476.0,369.0
2025-04-22,FIT-WI,上门散客,23,7.3,19696.0,856.0
2025-04-22,FIT-DIR,官网小程序直销,48,15.2,37468.0,781.0
2025-04-22,FIT-OTA,OTA散客,88,27.9,59281.0,674.0
2025-04-22,CORP,协议公司客户,64,20.3,38835.0,607.0
2025-04-22,LOY,会员忠诚计划,37,11.7,24510.0,662.0
2025-04-22,GRP,团队旅游会议,26,8.3,13210.0,508.0
2025-04-22,LNG,长住客,7,2.2,3075.0,439.0
2025-04-23,FIT-WI,上门散客,24,7.8,20476.0,853.0
2025-04-23,FIT-DIR,官网小程序直销,54,17.5,40772.0,755.0
2025-04-23,FIT-OTA,OTA散客,89,28.9,62378.0,701.0
2025-04-23,CORP,协议公司客户,66,21.4,41783.0,633.0
2025-04-23,LOY,会员忠诚计划,40,13.0,27238.0,681.0
2025-04-23,GRP,团队旅游会议,26,8.4,14173.0,545.0
2025-04-23,LNG,长住客,6,1.9,2777.0,463.0
2025-04-24,FIT-WI,上门散客,20,7.4,15511.0,776.0
2025-04-24,FIT-DIR,官网小程序直销,48,17.6,36052.0,751.0
2025-04-24,FIT-OTA,OTA散客,88,32.4,57948.0,658.0
2025-04-24,CORP,协议公司客户,61,22.4,35315.0,579.0
2025-04-24,LOY,会员忠诚计划,35,12.9,22114.0,632.0
2025-04-24,GRP,团队旅游会议,22,8.1,11384.0,517.0
2025-04-24,LNG,长住客,5,1.8,2145.0,429.0
2025-04-25,FIT-WI,上门散客,24,7.5,19218.0,801.0
2025-04-25,FIT-DIR,官网小程序直销,55,17.3,39438.0,717.0
2025-04-25,FIT-OTA,OTA散客,105,33.0,72545.0,691.0
2025-04-25,CORP,协议公司客户,74,23.3,42518.0,575.0
2025-04-25,LOY,会员忠诚计划,42,13.2,26870.0,640.0
2025-04-25,GRP,团队旅游会议,23,7.2,11865.0,516.0
2025-04-25,LNG,长住客,7,2.2,3104.0,443.0
2025-04-26,FIT-WI,上门散客,25,7.9,22450.0,898.0
2025-04-26,FIT-DIR,官网小程序直销,55,17.3,42832.0,779.0
2025-04-26,FIT-OTA,OTA散客,104,32.7,72788.0,700.0
2025-04-26,CORP,协议公司客户,69,21.7,42386.0,614.0
2025-04-26,LOY,会员忠诚计划,39,12.3,28566.0,732.0
2025-04-26,GRP,团队旅游会议,27,8.5,14845.0,550.0
2025-04-26,LNG,长住客,7,2.2,3260.0,466.0
2025-04-27,FIT-WI,上门散客,21,7.9,15681.0,747.0
2025-04-27,FIT-DIR,官网小程序直销,45,17.0,31168.0,693.0
