日期,星期,可售房量,已售房晚,OCC,客房收入,ADR,RevPAR,餐饮收入,其他收入,总营收,需求等级,是否节假日,事件,已知异常
2025-09-22,一,320,231,72.2,136561.0,591.0,427.0,80605.0,12541.0,229706.0,D3,否,,
2025-09-23,二,320,230,71.9,143904.0,626.0,450.0,78211.0,11221.0,233336.0,D3,否,,
2025-09-24,三,320,242,75.6,152942.0,632.0,478.0,86944.0,15062.0,254948.0,D3,否,,
2025-09-25,四,320,256,80.0,164972.0,644.0,516.0,85960.0,15281.0,266213.0,D3,否,,
2025-09-26,五,320,318,99.4,233707.0,735.0,730.0,138129.0,18883.0,390719.0,D2,否,,
2025-09-27,六,320,318,99.4,247184.0,777.0,772.0,128158.0,17413.0,392756.0,D2,否,云栖大会,
2025-09-28,日,320,318,99.4,250239.0,787.0,782.0,181482.0,24592.0,456313.0,D1,否,云栖大会,
2025-09-29,一,320,317,99.1,236470.0,746.0,739.0,141532.0,14342.0,392344.0,D1,否,云栖大会,
2025-09-30,二,320,242,75.6,155089.0,641.0,485.0,89012.0,12502.0,256603.0,D3,否,,
2025-10-01,三,320,318,99.4,241309.0,759.0,754.0,142434.0,23175.0,406919.0,D1,是,国庆,
2025-10-02,四,320,318,99.4,248782.0,782.0,777.0,179976.0,17322.0,446080.0,D1,是,国庆,超售风险
2025-10-03,五,320,318,99.4,264984.0,833.0,828.0,165744.0,26129.0,456857.0,D1,是,国庆,
2025-10-04,六,320,318,99.4,277419.0,872.0,867.0,175081.0,16943.0,469442.0,D1,是,国庆,
2025-10-05,日,320,318,99.4,253442.0,797.0,792.0,162572.0,19929.0,435943.0,D1,是,国庆,
2025-10-06,一,320,303,94.7,230753.0,762.0,721.0,146333.0,16206.0,393292.0,D1,是,中秋,
2025-10-07,二,320,318,99.4,261759.0,823.0,818.0,165228.0,24397.0,451384.0,D1,是,国庆,
2025-10-08,三,320,258,80.6,174457.0,676.0,545.0,104673.0,12482.0,291612.0,D3,否,,
2025-10-09,四,320,251,78.4,166318.0,663.0,520.0,85527.0,13386.0,265230.0,D3,否,,
2025-10-10,五,320,312,97.5,233590.0,749.0,730.0,132289.0,15131.0,381010.0,D2,否,,
2025-10-11,六,320,318,99.4,258038.0,811.0,806.0,159899.0,18300.0,436238.0,D2,否,,
2025-10-12,日,320,265,82.8,181588.0,685.0,567.0,92070.0,13610.0,287268.0,D3,否,,
2025-10-13,一,320,230,71.9,148005.0,643.0,463.0,77362.0,14573.0,239940.0,D3,否,,
2025-10-14,二,320,248,77.5,160352.0,647.0,501.0,90443.0,13099.0,263893.0,D3,否,,
2025-10-15,三,320,237,74.1,148950.0,628.0,465.0,88743.0,14482.0,252175.0,D3,否,,
2025-10-16,四,320,256,80.0,163194.0,637.0,510.0,92918.0,14951.0,271063.0,D3,否,,
2025-10-17,五,320,318,99.4,227554.0,716.0,711.0,124844.0,22106.0,374503.0,D2,否,,
2025-10-18,六,320,318,99.4,254507.0,800.0,795.0,141365.0,15815.0,411687.0,D2,否,,
2025-10-19,日,320,283,88.4,196720.0,695.0,615.0,111994.0,17621.0,326334.0,D3,否,,
2025-10-20,一,320,232,72.5,153612.0,662.0,480.0,80835.0,12581.0,247029.0,D3,否,,
2025-10-21,二,320,247,77.2,161803.0,655.0,506.0,81999.0,15112.0,258914.0,D3,否,,
2025-10-22,三,320,234,73.1,158411.0,677.0,495.0,84715.0,11081.0,254207.0,D3,否,,
2025-10-23,四,320,264,82.5,171283.0,649.0,535.0,101955.0,12017.0,285255.0,D3,否,,
2025-10-24,五,320,300,93.8,233803.0,779.0,731.0,136212.0,14149.0,384163.0,D2,否,,
2025-10-25,六,320,318,99.4,256478.0,807.0,801.0,150294.0,16548.0,423320.0,D2,否,,
2025-10-26,日,320,281,87.8,197384.0,702.0,617.0,120437.0,17302.0,335123.0,D3,否,,
2025-10-27,一,320,228,71.2,149229.0,655.0,466.0,80577.0,11732.0,241538.0,D3,否,,
2025-10-28,二,320,236,73.8,152842.0,648.0,478.0,89591.0,12911.0,255344.0,D3,否,,
2025-10-29,三,320,234,73.1,155375.0,664.0,486.0,91424.0,11799.0,258598.0,D3,否,,
2025-10-30,四,320,250,78.1,161154.0,645.0,504.0,89158.0,12699.0,263012.0,D3,否,,
2025-10-31,五,320,313,97.8,221679.0,708.0,693.0,125390.0,13515.0,360583.0,D2,否,,
2025-11-01,六,320,279,87.2,182166.0,653.0,569.0,97751.0,11282.0,291199.0,D3,否,,
2025-11-02,日,320,247,77.2,149050.0,603.0,466.0,82995.0,9885.0,241930.0,D3,否,,
2025-11-03,一,320,213,66.6,120203.0,564.0,376.0,66793.0,9090.0,196086.0,D3,否,,
2025-11-04,二,320,232,72.5,139306.0,600.0,435.0,73014.0,9329.0,221649.0,D3,否,,
2025-11-05,三,320,213,66.6,124989.0,587.0,391.0,71655.0,9797.0,206442.0,D3,否,,
2025-11-06,四,320,216,67.5,131699.0,610.0,412.0,69161.0,10184.0,211044.0,D3,否,,
2025-11-07,五,320,266,83.1,173562.0,652.0,542.0,104269.0,11912.0,289743.0,D3,否,,
2025-11-08,六,320,318,99.4,248877.0,783.0,778.0,162930.0,18006.0,429813.0,D1,否,国际马拉松,
2025-11-09,日,320,280,87.5,183730.0,656.0,574.0,96726.0,15489.0,295945.0,D2,否,国际马拉松,
2025-11-10,一,320,213,66.6,124787.0,586.0,390.0,73332.0,11262.0,209382.0,D3,否,,
2025-11-11,二,320,223,69.7,133415.0,598.0,417.0,68720.0,10984.0,213119.0,D3,否,,
2025-11-12,三,320,218,68.1,123108.0,565.0,385.0,62376.0,7930.0,193414.0,D3,否,,
2025-11-13,四,320,237,74.1,139071.0,587.0,435.0,71995.0,11888.0,222954.0,D3,否,,
2025-11-14,五,320,260,81.2,164639.0,633.0,514.0,91620.0,13563.0,269822.0,D3,否,,
2025-11-15,六,320,284,88.8,196233.0,691.0,613.0,121646.0,18387.0,336266.0,D3,否,,预测偏差
2025-11-16,日,320,247,77.2,152046.0,616.0,475.0,78103.0,10915.0,241063.0,D3,否,,
2025-11-17,一,320,227,70.9,130890.0,577.0,409.0,75443.0,10811.0,217144.0,D3,否,,
2025-11-18,二,320,223,69.7,134916.0,605.0,422.0,68665.0,12737.0,216318.0,D3,否,,
2025-11-19,三,320,218,68.1,126006.0,578.0,394.0,68372.0,8702.0,203080.0,D3,否,,
2025-11-20,四,320,237,74.1,146907.0,620.0,459.0,88448.0,10219.0,245574.0,D3,否,,
2025-11-21,五,320,270,84.4,176015.0,652.0,550.0,95580.0,10929.0,282524.0,D3,否,,
2025-11-22,六,320,303,94.7,205889.0,680.0,643.0,125124.0,15587.0,346600.0,D3,否,,
2025-11-23,日,320,238,74.4,149046.0,626.0,466.0,76533.0,10598.0,236177.0,D3,否,,
2025-11-24,一,320,230,71.9,130516.0,567.0,408.0,66461.0,10436.0,207413.0,D3,否,,
2025-11-25,二,320,220,68.8,136003.0,618.0,425.0,82158.0,9952.0,228113.0,D3,否,,
2025-11-26,三,320,214,66.9,122546.0,573.0,383.0,63708.0,7365.0,193619.0,D3,否,,
2025-11-27,四,320,222,69.4,130436.0,588.0,408.0,71601.0,8638.0,210675.0,D3,否,,
2025-11-28,五,320,249,77.8,154956.0,622.0,484.0,93702.0,11119.0,259777.0,D3,否,,
2025-11-29,六,320,278,86.9,190062.0,684.0,594.0,97821.0,12245.0,300128.0,D3,否,,
2025-11-30,日,320,251,78.4,160670.0,640.0,502.0,83599.0,14723.0,258993.0,D3,否,,
2025-12-01,一,320,186,58.1,99066.0,533.0,310.0,51439.0,8508.0,159014.0,D3,否,,
2025-12-02,二,320,188,58.8,94184.0,501.0,294.0,50101.0,8022.0,152307.0,D3,否,,
2025-12-03,三,320,202,63.1,109809.0,544.0,343.0,62558.0,7728.0,180095.0,D3,否,,
2025-12-04,四,320,211,65.9,107786.0,511.0,337.0,64241.0,8414.0,180441.0,D3,否,,
2025-12-05,五,320,218,68.1,130893.0,600.0,409.0,73778.0,8718.0,213390.0,D3,否,,
2025-12-06,六,320,264,82.5,159928.0,606.0,500.0,81384.0,12016.0,253328.0,D3,否,,
2025-12-07,日,320,212,66.2,114507.0,540.0,358.0,69625.0,8415.0,192546.0,D3,否,,
2025-12-08,一,320,190,59.4,102785.0,541.0,321.0,52086.0,6787.0,161659.0,D3,否,,
2025-12-09,二,320,185,57.8,97763.0,528.0,306.0,58331.0,6958.0,163052.0,D3,否,,
2025-12-10,三,320,188,58.8,101987.0,542.0,319.0,59505.0,7281.0,168773.0,D3,否,,
2025-12-11,四,320,198,61.9,104901.0,530.0,328.0,55583.0,10199.0,170684.0,D3,否,,
2025-12-12,五,320,241,75.3,142333.0,591.0,445.0,86266.0,12458.0,241058.0,D3,否,,
2025-12-13,六,320,259,80.9,150101.0,580.0,469.0,86809.0,10449.0,247360.0,D3,否,,
2025-12-14,日,320,211,65.9,112118.0,531.0,350.0,65754.0,9132.0,187004.0,D3,否,,
2025-12-15,一,320,191,59.7,103571.0,542.0,324.0,54036.0,7770.0,165376.0,D3,否,,
2025-12-16,二,320,187,58.4,95337.0,510.0,298.0,51917.0,8475.0,155729.0,D3,否,,
2025-12-17,三,320,194,60.6,106705.0,550.0,333.0,58219.0,8367.0,173291.0,D3,否,,
2025-12-18,四,320,192,60.0,106452.0,554.0,333.0,64788.0,10100.0,181340.0,D3,否,,
2025-12-19,五,320,229,71.6,134676.0,588.0,421.0,72166.0,12742.0,219584.0,D3,否,,
2025-12-20,六,320,245,76.6,151257.0,617.0,473.0,92543.0,9203.0,253002.0,D3,否,,
2025-12-21,日,320,217,67.8,119897.0,553.0,375.0,68840.0,10345.0,199082.0,D3,否,,
2025-12-22,一,320,183,57.2,96887.0,529.0,303.0,54680.0,8460.0,160026.0,D3,否,,
2025-12-23,二,320,192,60.0,102735.0,535.0,321.0,53284.0,9104.0,165123.0,D3,否,,
2025-12-24,三,320,197,61.6,106618.0,541.0,333.0,54401.0,9980.0,170999.0,D3,否,,需求暴涨
2025-12-25,四,320,201,62.8,103740.0,516.0,324.0,58499.0,7010.0,169249.0,D3,否,,
2025-12-26,五,320,233,72.8,133825.0,574.0,418.0,79157.0,12480.0,225462.0,D3,否,,
2025-12-27,六,320,266,83.1,157299.0,591.0,492.0,79057.0,11040.0,247395.0,D3,否,,
2025-12-28,日,320,219,68.4,116045.0,530.0,363.0,58029.0,7288.0,181362.0,D3,否,,
2025-12-29,一,320,187,58.4,98152.0,525.0,307.0,54716.0,7761.0,160629.0,D3,否,,
2025-12-30,二,320,205,64.1,108365.0,529.0,339.0,61249.0,8198.0,177811.0,D3,否,,
2025-12-31,三,320,207,64.7,112241.0,542.0,351.0,58922.0,10173.0,181336.0,D3,否,,
